ID,Answer
1370,大韓帝國
1371,2012年
1372,電穿孔細胞可將[UNK]摻入其基因組
1373,印度洋暖濕氣流
1374,太白山脈
1375,外蒙主權
1376,速度
1377,民國十八年至二十六年間
1378,太白山脈
1379,一萬兌一比率
1380,10名
1381,東北停戰協定
1382,1996年
1383,1985年
1384,18世紀
1385,顯示自己的獨立自主
1386,公元前三世紀
1387,九龍灣
1388,1971年
1389,17世紀
1390,牛津大學默頓學院
1391,庭園營造大師
1392,泰國
1393,1914年
1394,越來越受國際注視
1395,2300多種
1396,對能源的需求持續增長
1397,外傭
1398,40倍
1399,1958年
1400,白色
1401,1856年
1402,庄[UNK]遠征到達滇池地區，由於秦國打敗了楚國，無法回國，而被迫留在滇池以南地區，變服從其俗，建立了滇國。前109年，漢武帝
1403,「反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,西德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,美國
1412,1979年
1413,
1414,農田
1415,人文風情
1416,年老
1417,1973年
1418,無嗣失權
1419,南開中學
1420,科學家
1421,10萬人
1422,元成宗
1423,抗佝[UNK]病維他命
1424,馬來-玻里尼西亞語族
1425,7
1426,彗星
1427,政治權力
1428,顯性文明
1429,元代
1430,43人
1431,限制性消化
1432,劉氏
1433,伸展台模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,1994年12月1日
1439,最高榮譽大獎
1440,錫克教
1441,1986年
1442,《安邦定國誌》，是約翰·福特生平最後第二部
1443,水上人漁民，源自遠古百越族
1444,省級公園
1445,哈利里德
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,
1450,熱帶加勒比海島嶼
1451,對空警戒以來，相關研究
1452,外國不可能介入內戰
1453,南朝鮮
1454,古代查莫洛社會
1455,國民自立的制度
1456,日本
1457,大學
1458,九龍灣設置總部，包括機電工程署總部大樓
1459,衡陽鐵路局
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,共產國際
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,避免兩線作戰
1468,《蘇蒙修好條約》
1469,史學
1470,心內膜墊
1471,1662年
1472,1884年
1473,第二
1474,俄羅斯
1475,伍斯特
1476,[UNK]總能量
1477,社會主義市場經濟
1478,隋[UNK]帝
1479,澳洲大陸
1480,正德十一年
1481,戰敗
1482,加拿大耶穌會神父負責徐州教區。匈牙利耶穌會神父負責大名教區。奧地利
1483,布拉馬普特拉河
1484,英國廢止劃分孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,黑龍江
1488,2003年
1489,北角
1490,新界原居民
1491,蔣中正
1492,大和國
1493,佛教
1494,頻率理論難以解釋人而對聲音頻率的分析
1495,有性生殖
1496,黑色
1497,母親病危
1498,兩德統一
1499,鬍鬚狀
1500,阿拉巴馬州
1501,安太歲
1502,[UNK]-15戰鬥機
1503,第265任
1504,用作客車整備
1505,1980年
1506,1958年
1507,納戈爾諾-卡拉巴赫
1508,產生後代時
1509,路易斯一世
1510,《時代》雜誌
1511,極權主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,蘇聯
1515,後燃器
1516,曼諾球場
1517,東吳
1518,愛德華一世
1519,沒有花瓣
1520,民國二年
1521,歧視情況而很不快樂
1522,上海
1523,蓋茲
1524,陸秀夫
1525,華人的國家，而兩者的華人都是來自廣東和福建，唯一分別的是新加坡主體為福建人
1526,科索沃
1527,辦外交
1528,鄂溫克
1529,1897年
1530,巴拉克·歐巴馬
1531,2003年3月4日
1532,從當代生活的研究與消費者的需求來引導設計，並從市場分析和產品規畫來界定產品參數
1533,這些決策局的重組方式
1534,杭州[UNK]橋機場
1535,勃艮地人
1536,興登堡元帥
1537,管理所屬行政區域的地方官員
1538,興王
1539,衛奕信
1540,量化的
1541,2009年
1542,文物
1543,忽必烈
1544,花垣縣
1545,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
1546,惠金斯原理
1547,松花江
1548,在位於波士頓的校園內開班。這所新院校的使命乎合土地撥贈法案
1549,435名。眾議員任期兩年
1550,2010年
1551,維護其典章制度
1552,喬托號
1553,減少死刑
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,1949年
1557,蔡[UNK]
1558,德國
1559,《刑部大理寺狀》
1560,澳大利亞新南威爾斯州
1561,太陽運動
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,綠色的稻穀上有細毛，稱為稻芒。由外而內分別有稻殼、糠層、胚及胚乳
1565,韓國
1566,雅各福群會
1567,盧安達
1568,一次
1569,五個
1570,張三祿
1571,15世紀
1572,文藝喜劇片
1573,劉琮
1574,高血壓
1575,後秦
1576,國務院常務會議通過中國郵政「政企分開、郵儲分離、完善機制」的體制改革方案
1577,保護環境、推進生態環境健康的寬泛的哲學、意識形態和社會運動，這種健康特別是指包含非人類因素的問題
1578,城市物質形態
1579,環境保護主義
1580,773年
1581,北京市懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1950年代
1586,西班牙
1587,荷蘭
1588,肌源性
1589,加拿大
1590,七個
1591,安定
1592,西德
1593,乾旱
1594,七卷
1595,新北市
1596,甲午戰爭
1597,政府採取反共措施
1598,1910年
1599,
1600,1935年
1601,四角號碼檢字法
1602,8.6%
1603,浙江海商
1604,阿根廷
1605,歐洲聯盟委員會
1606,襯托祠祀的有效手法；人們感到大片蒼翠濃郁的柏樹林，在祭祀時候增加人們的肅穆感
1607,法國
1608,加加林
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,漢江
1614,毒
1615,社會主義
1616,學權部
1617,1993年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1968年
1622,金代
1623,百老匯
1624,1988年
1625,果敢
1626,英國
1627,耶穌會
1628,冷戰期間
1629,鐵鉉
1630,傑里·威斯特特
1631,《義勇軍進行曲
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,遊牧民族
1636,先來後到的土地分配衝突
1637,自身
1638,勒拿河
1639,厄德
1640,羅馬共和國中後期
1641,當時儒教興盛
1642,對英態度強硬，拒絕承認扯落英國國旗、不賠償、不道歉，只答應放人。此舉令英國方面極為不滿
1643,奧斯陸
1644,蒸汽輪機
1645,高速線哈大客運專線
1646,山茶
1647,1937年
1648,普法戰爭
1649,奧東·德拉羅什
1650,約翰·莫根
1651,耐腐蝕性
1652,1835年
1653,咖啡因
1654,特殊黨員
1655,1972年
1656,宿衛軍
1657,汪精衛
1658,體育部
1659,晶體形式：斜方晶八面體和單斜棱晶體
1660,直系
1661,水牛城
1662,孫中山
1663,七月二十四日
1664,瓦倫本哥國家公園
1665,殖民政策
1666,[UNK]染色體，而雌性會有[UNK]染色體
1667,
1668,16世紀
1669,大陸性氣候帶
1670,半的生殖細胞
1671,猶太人
1672,孟郊
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,3月3日
1684,既有的漢字
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度產生向外的壓力
1688,周文公
1689,人民議院
1690,重要的財源
1691,務農
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,大陸
1698,民國34年
1699,1270年
1700,動力系統
1701,三個
1702,香山縣南朗翠亨村
1703,俄羅斯
1704,庄[UNK]
1705,江河級
1706,1996年
1707,21473平方公里
1708,傳教士
1709,颶風
1710,世界氣象組織
1711,商業貿易
1712,海河流域
1713,旭烈兀
1714,700家
1715,中國溧陽茶葉節
1716,全市綠化比例高
1717,收到十二道金牌班師回朝之時自稱「十年之力
1718,澳大利亞
1719,和林哈拉
1720,民國三十六年11月21日至23日依憲法規定舉行第一屆中華民國國民大會代表選舉，民國三十七年1月21日至23日則舉行第一屆中華民國立法委員選舉；同年3月29日
1721,7980年
1722,2010年
1723,青島海軍基地
1724,西涼
1725,銷售像是月票或套票之類，比較特殊的車票
1726,周恩來
1727,波蘭進入戰時狀態，實行軍事管制
1728,西方遊客
1729,視網膜神經節細胞
1730,馮國璋
1731,宋美齡
1732,中華人民共和國
1733,第二次世界大戰
1734,1964年
1735,白光
1736,蔣中正任命陳誠
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,2000年
1744,英國
1745,受到大多數的專家的批評，認為它違反《憲法》、《立法法》、《行政處罰法》及中國簽署的國際人權條約，使公民的人身權利不經審判被剝奪，同時沒有救濟的渠道
1746,《劃一現行各道地方行政官廳組織令》
1747,高朱蒙
1748,第二次世界大戰
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,俄國
1757,阿爾薩斯-洛林亦回歸法國。什勒斯維希-霍爾斯坦
1758,路易十四在腓力五世即位後的行為加劇了英格蘭王國、荷蘭共和國和奧地利方面的恐懼。首先，路易十四
1759,合作派
1760,思覺失調症
1761,泰晤士河爆發大惡臭，打破倫敦早期水質記錄
1762,10
1763,1990年代
1764,波斯民間傳說中與伊蘭人世代爭鬥的圖蘭人英雄阿弗剌昔牙卜
1765,24%
1766,高麗國
1767,後現代主義
1768,1828年
1769,用來建立超連結到其他維基頁面的語法
1770,大會
1771,西安招待所
1772,西元幾年
1773,湯瑪斯傑佛遜
1774,二年
1775,郵值標籤
1776,席哈克略皇帝
1777,1989年
1778,希臘的宙斯
1779,農耕節
1780,俄國革命
1781,制衡德軍
1782,李[UNK]
1783,開局
1784,敵我矛盾
1785,動物命名法
1786,
1787,10
1788,會稽
1789,英國
1790,木衛一
1791,愛滋病毒
1792,1993年
1793,外蒙古
1794,張聞天
1795,不再建立便宜
1796,法家
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉
1801,漢語
1802,劉駿
1803,流經喜馬拉雅山區峽谷約250公里的河段後，於瑞詩凱詩結束峽谷河段
1804,浮動匯率
1805,英國
1806,詹姆斯·史都華
1807,所有制社會主義改造
1808,59歲
1809,現役的機種同時擔負攔截
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,君士坦提烏斯
1816,中華民國政府退守臺灣，一批相聲演員
1817,遺傳因子
1818,甲醇
1819,太祖王
1820,牛隻列印問題
1821,美國
1822,緬懷南宋故國
1823,中華人民共和國
1824,1591年
1825,1941年
1826,細胞核
1827,將閥門的操作自動化
1828,發生十月革命
1829,俄羅斯
1830,參與到以空前的高調呼籲對毛的個人崇拜的浪潮
1831,選舉人數超過三百萬
1832,1943年
1833,多倫多市的面積約630平方公里，位處安大略湖的西北岸，約有46公里長的湖岸綫。多倫多市西臨密西沙加市，北鄰旺市和萬錦，東接皮克靈市。多倫多市屬於安大略省的一級行政區
1834,顯性文明
1835,超過9倍太陽質量的大質量恆星會膨脹
1836,愛倫·坡
1837,純的硫是黃色的晶體
1838,資產負債表
1839,德川家康
1840,日本
1841,−26.7
1842,有「新臺北／臺北／北部新設之市」的涵義
1843,南朝鮮
1844,1789年
1845,漢諾瓦國立劇院
1846,泰勒斯
1847,32.8%
1848,不簽署條約
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《大唐三藏取經詩話》
1855,1932年
1856,1970年
1857,雲南
1858,14世紀末
1859,電子郵票
1860,儒字
1861,突厥
1862,東非國家
1863,俄羅斯帝國發生了布爾什維克革命，退出了第一次大戰。馬克思主義的興起引致俄國
1864,成熟階段
1865,把這些心找回來
1866,
1867,1950年代
1868,法國
1869,湯·韋迪加
1870,托木斯克州
1871,奧東·德拉羅什
1872,民用航太
1873,706萬
1874,一夫一妻多妾制
1875,腓特烈二世
1876,義大利
1877,2000年
1878,林肯總統
1879,製導
1880,路易-菲利普
1881,軍人
1882,相聲
1883,強調人人平等
1884,1865年
1885,周叔蓮
1886,1924年
1887,德國財政局
1888,200萬立方公尺
1889,楊宇霆
1890,法國
1891,詹姆斯·梅特蘭·史都華
1892,周恩來
1893,清朝沒有誠意
1894,環境污染
1895,藍營
1896,職人員、世俗貴族和富裕市民代表參加的國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,三
1900,第二次受襲
1901,金門
1902,電氣化鐵路
1903,元胡三省註《資治通鑑》
1904,2007年
1905,中華民國實業部
1906,1966年
1907,多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1920年代
1911,1596年
1912,甘迺迪
1913,阮攸
1914,孟德爾定律
1915,議會制
1916,1977年
1917,東西伯利亞喇嘛教則例
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,魔獸英雄傳
1922,南肯辛頓博覽會路
1923,《渡假留香》
1924,日本
1925,硫酸是所有工業過程中必不可少的一個原材料，因此硫酸的消耗量被看做是一個國家工業化程度的一個指標。在美國硫酸是所有生產得最多的化合物
1926,法國
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,龍興之地
1933,限於入境法令，中資機構人員不能取得香港永久居留權
1934,阿伊努人
1935,1937年
1936,3.8%
1937,煤炭
1938,艾森豪
1939,3400萬
1940,擊球方法
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,亞硫酸
1946,理學
1947,1998年
1948,2010年
1949,毛澤東
1950,1949年
1951,高輻射的環境
1952,維基媒體
1953,生物質
1954,1939年
1955,清朝末年
1956,城堡
1957,哲學原理研究
1958,
1959,第六次全國人口普查
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,成為文藝復興時期、巴洛克時期和新古典主義時期建築界的經典
1964,傳統音樂
1965,提防燕王謀反
1966,奧地利
1967,保加利亞
1968,公有制
1969,希波大會
1970,中華民國政府
1971,1834年
1972,淋巴液，叫外淋巴。蝸管夾在前庭階與鼓階之間，亦充滿淋巴液
1973,斷罰出征，並全征燒埋銀
1974,1901年
1975,沉迷
1976,近年
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,解體
1979,
1980,
1981,1888年
1982,颱風
1983,
1984,無性別的宦官與宮女的結合
1985,兩個
1986,對日抗戰
1987,1989年
1988,元武宗
1989,天文學家
1990,周恩來
1991,美國
1992,國際非政府組織
1993,1991年
1994,中部科學園區
1995,中華音樂人交流協會
1996,曹議金
1997,1943年
1998,1928年
1999,收容遣送制度
2000,中國國民黨
2001,《朱啟[UNK]：「被抹掉的奠基人」》
2002,狄拉克
2003,金黃飽滿
2004,殖民經略
2005,水軍
2006,黨
2007,吸熱過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,
2011,著陸
2012,積極和中國大陸政府展開人權領域的對話與合作
2013,喬治•赫伯特•沃克•布希
2014,幾何學
2015,1998年1月1日
2016,《風之國度》上市
2017,蠻族事務局
2018,喇嘛教
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,猶太人
2023,光度
2024,被共和黨總統候選人隆納·雷根以壓倒優勢擊敗
2025,省務會議
2026,1610年1月7日
2027,荷蘭
2028,喬治亞共和國
2029,1835年
2030,六四天安門事件
2031,地面基站發射的微波訊號遠距離傳輸
2032,通俗的
2033,數百萬克耳文
2034,哭泣的
2035,1948年
2036,1987年
2037,洪堡
2038,1847年
2039,隋[UNK]帝
2040,1968年
2041,不動產
2042,寫首字母為「[UNK]·ㄎㄟ·ㄨㄞ」
2043,林肯總統
2044,養殖漢諾瓦馬、歐登堡馬和其他血統的馬是不少下薩克森邦人的業餘愛好和職業
2045,元末民變
2046,黑土地，其中一個分布在歐亞大草原
2047,軍校
2048,1599年
2049,3個
2050,
2051,吸引選票
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,外蒙
2056,溧陽
2057,學會部
2058,林肯總統
2059,科什圖尼察
2060,80%
2061,確立婦女投票權
2062,500毫升
2063,永遠不會
2064,民國四年
2065,蒙古人
2066,正德十一年
2067,
2068,英語
2069,經濟學人智庫
2070,劉少奇
2071,旭烈兀得知蒙哥於南征南宋時去世
2072,瀧川
2073,莫高窟
2074,電穿孔細胞
2075,參見明朝皇帝
2076,5次
2077,1924年
2078,梁啟超
2079,稻米
2080,洋馬兒
2081,通貨膨脹
2082,1935年
2083,鹿兒島
2084,外傭
2085,坡度較高
2086,《煙霧消除法
2087,威廉·赫歇爾
2088,逃港者
2089,柏拉圖
2090,宗教法
2091,一旦與美國開戰
2092,下納瓦拉
2093,阿爾卑斯山
2094,炮兵連
2095,1957年
2096,何鳳山
2097,一億光年
2098,1995年
2099,紅矮星的閃光星
2100,日語
2101,阿爾法級別
2102,19世紀
2103,草本
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,東普魯士
2108,段祺瑞
2109,止痛
2110,民國18年
2111,人口總數
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,美國
2117,畢達哥拉斯
2118,愛格思海金斯公司
2119,世界的中心
2120,第53
2121,人口增長後，污染問題已經超過了街坊鄰居所能處理的範圍
2122,上海
2123,一次世界大戰時期
2124,大量安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,林登·貝恩斯·詹森
2128,第一架
2129,德國
2130,布政司署
2131,江蘇淮安
2132,劉裕
2133,中共中央副主席
2134,坦克
2135,細胞膜
2136,普洱專區
2137,僱主
2138,英國倫敦溫布頓
2139,
2140,1569年
2141,佐世保最大的造船企業
2142,申城
2143,德川家
2144,河川是一個天然的水道，通常為淡水，流向海洋、湖泊或另一條河川。在少數的情況下，河川在進入另一個水體之前，會先流入地面或完全蒸發。小河流又被稱為溪流、小溪或小河。河川
2145,岩石圈
2146,香港日治時期
2147,反托拉斯法
2148,1925年
2149,1926年成立
2150,德國
2151,亞熱帶
2152,1966年
2153,日本
2154,戡亂建國教育實施綱要》
2155,朝鮮半島分裂前的官方語言韓國
2156,卡拉恰伊湖
2157,王藍
2158,南成旭
2159,東晉元帝
2160,最低層
2161,漢字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,產業工會聯合會
2167,積水潭
2168,羅曼努斯二世
2169,南奧塞提亞自治區
2170,浮動匯率制度
2171,農業
2172,秋天
2173,黑水
2174,
2175,雲南省
2176,美國
2177,扶植農業
2178,陽邁二世
2179,艾瑪·史東
2180,一大批來自原第三帝國東部的難民想要在這個地緣遼闊的邦找到棲身之地
2181,民主黨重奪眾議院與共和黨內的保守派反對坎農可議的嚴重干涉而時遭削減
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,一省，而總督一般負責相鄰數省事務，但總督也有負責一省
2192,布拉馬普特拉河
2193,非婚生
2194,孫中山
2195,最佳演唱團體獎
2196,無配偶身份的姬侍
2197,避開旱災和火災
2198,現代精神醫學
2199,機炮
2200,日本
2201,
2202,接合來在細胞之間
2203,第一心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,奧地利
2208,2009年
2209,牛胃氣膨脹
2210,中源漾水河
2211,吠陀梵語
2212,受道家老子思想的用詞影響
2213,模特兒是英語單字的音譯，近年來網路上也音譯麻豆。模特兒
2214,印第安納大學俱樂部
2215,雷達於二次世界大戰初期開始運用於對空警戒
2216,1950年代
2217,西部縱貫公路
2218,農業
2219,東芝
2220,新北市
2221,川本芳昭
2222,敘利亞
2223,一次
2224,借高利貸來維持必要的開支
2225,遊行
2226,2002年
2227,620年
2228,民國2年2月25日
2229,
2230,現代主義
2231,天主教
2232,美利堅聯盟國
2233,泰特里庫斯一世
2234,1951年
2235,1929年
2236,數學科幻
2237,心室底壁組織
2238,菲律賓
2239,湯瑪斯·勃蘭契特·瑞德
2240,
2241,超音速
2242,[UNK]-51戰鬥機
2243,日本
2244,民國27年
2245,模擬別人的言行
2246,1903年
2247,李察·賓特利
2248,
2249,1926年
2250,僑寓州
2251,爾法學院
2252,22個非協商國則只能列席會議，不能
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,清軍
2258,日韓併合，大韓帝國滅亡，李氏王朝告終。「朝鮮」一詞本為東方古國的國名，高麗時開始將本國與「朝鮮」掛鈎
2259,1972年
2260,2013年
2261,史達林
2262,佳木斯
2263,1918年
2264,主序帶
2265,翼身融合，也就是飛翼設計的飛機也有類似的效果。1950年代的研究顯示一些塗料對於特定波長的電磁波有明顯的吸收效果，這種被稱為雷達吸波收材料
2266,
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,腿伸直
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類作物
2274,毛奇
2275,[UNK]染色體
2276,後代
2277,屬於哪一種氣候
2278,王白駒
2279,劉備
2280,第一心音和第二心音，當我們用一般的聽診器聽診，就會聽到的聲音，就是第一心音
2281,東晉元帝
2282,非金屬材料構成，而必須以全金屬，尤其是高強度的鋁合金
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,25年
2288,松花江
2289,墨西哥
2290,宋理宗
2291,太陽能電池板
2292,2017年
2293,南北韓高級別會談
2294,紅水河
2295,蒙古人種
2296,斯芬·佩斯
2297,2013年
2298,大道東
2299,6.6千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,總督
2303,1999年
2304,29.48萬
2305,1998年
2306,鞏高峰
2307,富利
2308,12個
2309,卡爾梅克人
2310,沿用科大在北京建校時所在位置的地名而來，為第一教學樓通往老北門的主幹道
2311,焦爾達諾·布魯諾
2312,國際網球協會
2313,郡縣
2314,
2315,官僚主義者階級
2316,刺史
2317,雙循環泵
2318,1180年
2319,三歲
2320,健康問題
2321,雷焦卡拉布里亞國家考古博物館
2322,阿克爾自治市
2323,香港人
2324,都市計劃
2325,西班牙
2326,布爾人
2327,胎兒與產婦的健康狀況
2328,校園一卡通
2329,下滑
2330,鄭成功稱清朝沒有誠意
2331,二氧化碳
2332,外國人光顧，尤其每當有外國軍艦訪港，上址一帶更吸引各國娼妓
2333,孫中山
2334,金銀珠寶
2335,20世紀
2336,1939年
2337,供寄遞郵件貼用的郵資憑證
2338,真實值
2339,意義上更為可貴
2340,漢江
2341,蘇維埃社會主義共和國聯盟
2342,音樂
2343,《四十二章經》
2344,東哥特人
2345,工業
2346,海因利希・弗格勒
2347,第4套人民幣紙幣還包括2圓、5角、2角和1角，2圓面值紙幣市場上已經很少出現，但官方尚未宣布停止使用，其他面值紙幣依舊流通，且在部分地區比相同面值的硬幣更受歡迎。普通硬幣分為1元、5角、1角、2角、5分、2分、1分。目前人民幣已經發行至第五套
2348,景洪市
2349,《韓國憲法》
2350,爭取陽光
2351,《失落的故事集
2352,1918年
2353,1563米
2354,原始宗教
2355,1區
2356,博物學
2357,杭州
2358,地面雜訊中找出敵機的位置
2359,1970年
2360,威廉·馮特
2361,彰化市民代表會
2362,法國大革命時期
2363,明朝
2364,2012年
2365,朱德
2366,陳元帥，神諱陳湯銘，為長樂鶴上人，以昭穆推算為玉溪陳氏第25世。相傳其急公好義，誅惡官，攜妹出海逃亡，遭水軍追捕，不願被俘
2367,漢武帝時期
2368,1963年
2369,東經
2370,英籍工程師西排立
2371,賓語
2372,較重
2373,復波前通過光學系統
2374,德國財政局
2375,1927年
2376,2014年
2377,象徵回歸的金紫荊廣場。灣仔亦曾一度擁有為數眾多的電影院
2378,2007年
2379,法國
2380,利用外交手腕防止了敵人在1760年10月前的大規模入侵
2381,羅斯托克港
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇
2385,元太宗
2386,15625億
2387,印度教經文
2388,1222年
2389,904年
2390,北非作戰階段
2391,按照平均主義的方式進行分配
2392,1987年
2393,工程化核酸酶
2394,金軍
2395,28年前之智利
2396,損壞速度
2397,球皺褶
2398,曹操
2399,40年
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,反
2404,靠近中國大陸的大陸型氣候
2405,「學習偉大領袖毛澤東
2406,19世紀
2407,檀君古朝鮮
2408,順治帝
2409,最高人民會議常任委員會副委員長楊亨燮證實，金正恩將會成為北韓的第三代最高領導人
2410,清宣宗時代
2411,蒙漢兩元政治
2412,長劍
2413,三國史記
2414,四次
2415,林彪
2416,顯性文明
2417,1960年代
2418,錫克教
2419,感染的分子機制
2420,
2421,1603年
2422,一分
2423,紐格威森林
2424,2002年
2425,技術
2426,新石器時代
2427,孔齊
2428,海因里希·赫茲
2429,1958年
2430,香港特別行政區政府部門及聯合國屬下的世界氣象組織
2431,通貨膨脹
2432,1804年
2433,康樂及文化事務署
2434,35%
2435,天主教
2436,釀酒業包括葡萄酒和啤酒，食品業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里
2441,仙台市
2442,史和平
2443,作為郵資使用過
2444,
2445,2000年
2446,義和團事變
2447,混合苦膽的酒
2448,洪武三十一年，朝鮮發生「戊寅靖社」，李成桂決定立即引退並將王位讓給二子李芳果，就是朝鮮定宗。定宗即位後便遷都回開京。建文二年
2449,起草法案
2450,2008年
2451,分工
2452,彼得二世
2453,19世紀晚期
2454,豐富銀礦
2455,合不勒汗
2456,高句麗
2457,忽必烈在位時期和中亞的察合台汗國
2458,15年
2459,49.3萬
2460,巴納德
2461,量子光學
2462,糧食
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日
2466,投保人的保險費
2467,主序帶的階段
2468,坎貝爾式
2469,港島區
2470,1230年
2471,作為神聖羅馬帝國的伯爵領地
2472,《中華人民共和國憲法》
2473,二十歲
2474,打比賽
2475,中村法道
2476,汕頭
2477,鐵穆爾
2478,391年
2479,英國精神醫學期刊
2480,1878年1月
2481,23年
2482,13小時
2483,氦
2484,國資圖旁的戰基處營區土地
2485,忽必烈
2486,巴西爾二世
2487,黑死病
2488,第二次世界大戰
2489,卡胡盧伊
2490,硫化氫
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,色指數
2496,
2497,止痛
2498,6
2499,司馬休之
2500,煤煙消除會
2501,公民化
2502,宏碁
2503,國民政府時期
2504,海因里希·赫茲
2505,傻瓜塔
2506,朱棣
2507,海邊
2508,匹茲堡
2509,威廉·赫歇爾
2510,格子型系統
2511,《動員戡亂時期臨時條款》
2512,阿穆爾河
2513,1989年
2514,花垣鎮
2515,東部
2516,毒品
2517,7%
2518,韓國
2519,代表她連開28場與30場演唱會，事業如日中天
2520,
2521,德國
2522,天主教會
2523,卡爾·波普
2524,索契
2525,比利時
2526,重慶理工大學
2527,支持臺灣獨立
2528,新天皇光明天皇
2529,托木斯克
2530,葛摩
2531,1897年
2532,《臺灣自救運動宣言
2533,
2534,十億年
2535,1486年
2536,英國
2537,1970年代
2538,1500公里
2539,南極條約協商會議
2540,布里亞特人
2541,建炎二年
2542,民國時期
2543,1849年
2544,前279年
2545,中國大陸
2546,西元前1534年
2547,庫納巴拉班
2548,1906年
2549,釋迦牟尼
2550,1960年代
2551,1640年
2552,2002年
2553,
2554,東涌線
2555,梅艷芳是女低音
2556,1841年2月10日，紅便士宣告誕生。兩枚郵票誕生後不久
2557,1999年
2558,2005年7月21日
2559,古代
2560,國家預防腐敗局
2561,地表附近，高度愈高，風速愈大。而風能是與風速的三次方成所正比，所以風機高度愈高，發電量愈多，因此現今有許多風機的高度都超過100m。因為自然界中的風速並不穩定
2562,大學生研究計劃
2563,嘉義市彌陀路二二八紀念碑
2564,1994年
2565,王亞南教授
2566,捷船街
2567,八零年代
2568,1234年
2569,日本
2570,瑞派克路
2571,晶片廠
2572,第二代
2573,中國立法規定了選舉的自治組織中，以居民委員會和村民委員會
2574,康熙三十二年
2575,工業門類以重工業
2576,德國財政局
2577,1952年
2578,進入民主政治的運作，但過多不同族裔分據各方的政局，仍然有動盪不穩定
2579,
2580,
